category,subcategory,question,answer,reasoning,source
Arithmetic,conversion,What is 15/4 of a gram in milligrams?,3750,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,What is fifty-five halves of a kilometer in meters?,27500.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many millilitres are there in one twentieth of a litre?,50.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many seconds are there in 23/3 of a minute?,460.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,What is 3/16 of a kilometer in centimeters?,18750.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,What is 204.507m in micrometers?,204507000.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many grams are there in one twentieth of a tonne?,50000.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,Convert 711.957 months to millennia.,0.05932975,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,What is 3/32 of a kilometer in centimeters?,9375.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many meters are there in 84353.36nm?,8.435336e-05,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,What is fifty-one halves of a centimeter in millimeters?,255,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,Convert 881199.5l to millilitres.,881199500.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many centuries are there in 0.4701828 millennia?,4.701828,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,What is three eighths of a kilogram in grams?,375.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,Convert 18.147 meters to nanometers.,18147000000.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,Convert 0.5016751 tonnes to kilograms.,501.6751,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,What is 6.254496 decades in centuries?,0.6254496,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many grams are there in five eighths of a kilogram?,625.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,What is 16/15 of a century in months?,1280.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many microseconds are there in 924.743 nanoseconds?,0.924743,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,Convert 0.7893657 millennia to centuries.,7.893657,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,What is 8260.556 days in nanoseconds?,7.137120384e+17,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,What is fourty-three thirds of a century in months?,17200.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many minutes are there in twenty-two ninths of a week?,24640.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,What is 2/125 of a meter in millimeters?,16,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,What is 556880.9 micrograms in nanograms?,556880900.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,Convert 36065.45 decades to millennia.,360.6545,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many millimeters are there in eleven tenths of a centimeter?,11,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many millennia are there in 46.56995 decades?,0.4656995,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,What is 0.929527 centuries in millennia?,0.0929527,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,What is 57786.15l in millilitres?,57786150.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,What is 196400.6 years in decades?,19640.06,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many decades are there in 51/2 of a century?,255.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many microseconds are there in thirteen quarters of a millisecond?,3250.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many micrograms are there in 99.86595 milligrams?,99865.95,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,How many years are there in fifteen quarters of a century?,375.0,,Mathematics Dataset (Google DeepMind)
Arithmetic,conversion,What is one tenth of a milligram in nanograms?,100000,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 310 minutes before 3:15 AM?,10:05 PM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 1:44 PM and 4:22 PM?,158,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 6:56 PM and 5:27 AM?,631,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 587 minutes after 11:38 PM?,9:25 AM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 589 minutes before 10:29 AM?,12:40 AM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 4:04 AM and 9:31 AM?,327,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 135 minutes before 3:39 AM?,1:24 AM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 38 minutes before 8:34 AM?,7:56 AM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 1:30 PM and 11:50 PM?,620,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 714 minutes after 6:33 PM?,6:27 AM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 19 minutes after 5:27 AM?,5:46 AM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 5:23 AM and 1:34 PM?,491,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 207 minutes before 11:55 AM?,8:28 AM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 185 minutes after 2:58 PM?,6:03 PM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 685 minutes after 9:30 AM?,8:55 PM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 6:01 AM and 5:20 PM?,679,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 3:51 PM and 10:17 PM?,386,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 7:45 PM and 12:47 AM?,302,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 41 minutes before 5:35 PM?,4:54 PM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 1:38 AM and 4:00 AM?,142,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 404 minutes before 2:27 PM?,7:43 AM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 4:46 PM and 1:44 AM?,538,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 10:52 PM and 5:53 AM?,421,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 504 minutes after 10:24 AM?,6:48 PM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 1:03 PM and 9:11 PM?,488,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 6:58 AM and 3:21 PM?,503,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 5:40 AM and 10:06 AM?,266,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 10:54 PM and 11:36 PM?,42,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 254 minutes before 3:37 PM?,11:23 AM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 240 minutes after 1:02 AM?,5:02 AM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 92 minutes after 4:09 PM?,5:41 PM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 286 minutes after 5:45 PM?,10:31 PM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 38 minutes after 1:01 PM?,1:39 PM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 7:51 PM and 1:32 AM?,341,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 2:35 AM and 12:55 PM?,620,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 3:59 PM and 5:30 PM?,91,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 354 minutes before 10:50 AM?,4:56 AM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 63 minutes after 8:39 PM?,9:42 PM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 52 minutes before 8:59 PM?,8:07 PM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 10:07 AM and 3:07 PM?,300,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 243 minutes after 6:33 AM?,10:36 AM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 4:09 PM and 3:58 AM?,709,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 4:46 PM and 8:43 PM?,237,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 526 minutes after 6:59 AM?,3:45 PM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 9 minutes before 10:13 PM?,10:04 PM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 7:17 PM and 4:35 AM?,558,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 3:57 PM and 10:43 PM?,406,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 240 minutes after 9:49 PM?,1:49 AM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 607 minutes after 9:30 PM?,7:37 AM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 11:14 AM and 10:16 PM?,662,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 250 minutes after 3:38 AM?,7:48 AM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 11:19 AM and 4:39 PM?,320,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 583 minutes before 12:57 AM?,3:14 PM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 277 minutes after 10:50 AM?,3:27 PM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 12:35 AM and 9:30 AM?,535,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 11:01 PM and 8:25 AM?,564,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 1:36 AM and 12:36 PM?,660,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 609 minutes after 10:14 AM?,8:23 PM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 609 minutes before 7:01 AM?,8:52 PM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,How many minutes are there between 10:10 PM and 9:47 AM?,697,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 552 minutes after 5:36 PM?,2:48 AM,,Mathematics Dataset (Google DeepMind)
Arithmetic,time,What is 372 minutes after 6:04 PM?,12:16 AM,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 391 is divided by 18?,13,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 6196 is divided by 50.,46,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 156 is divided by 57?,42,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 235 is divided by 80?,75,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 1902 is divided by 901.,100,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 1221 is divided by 163.,80,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 63 is divided by 16.,15,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 151 is divided by 116?,35,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 1468 is divided by 7.,5,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 35 is divided by 18.,17,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 2198 is divided by 44?,42,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 3914 is divided by 15?,14,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 622 is divided by 125?,122,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 752 is divided by 75.,2,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 132 is divided by 46.,40,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 418 is divided by 10.,8,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 444 is divided by 33.,15,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 249 is divided by 47.,14,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 930 is divided by 117?,111,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 50 is divided by 18?,14,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 142 is divided by 38?,28,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 699 is divided by 35.,34,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 155 is divided by 23?,17,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 3564 is divided by 356.,4,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 28 is divided by 15?,13,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 1260 is divided by 233?,95,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 129 is divided by 61?,7,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 3440 is divided by 855?,20,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 78 is divided by 8.,6,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 60 is divided by 5.,0,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 1196 is divided by 38.,18,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 2389 is divided by 92?,89,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 233 is divided by 77?,2,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 4982 is divided by 86?,80,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 327 is divided by 82?,81,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 316 is divided by 31?,6,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 411 is divided by 83?,79,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 226 is divided by 219?,7,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 20 is divided by 11.,9,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 1088 is divided by 19.,5,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 147 is divided by 23.,9,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 168 is divided by 27.,6,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 1102 is divided by 326.,124,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 658 is divided by 75.,58,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 91 is divided by 1?,0,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 154 is divided by 40?,34,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 158 is divided by 31.,3,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 685 is divided by 226?,7,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 319 is divided by 109.,101,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 4217 is divided by 19.,18,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 1061 is divided by 38?,35,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 255 is divided by 20?,15,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 113 is divided by 13.,9,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 651 is divided by 112.,91,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 12707 is divided by 71.,69,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 956 is divided by 287?,95,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 657 is divided by 16?,1,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 39054 is divided by 535.,534,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 33 is divided by 4?,1,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 1158 is divided by 25?,8,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,Calculate the remainder when 682 is divided by 18.,16,,Mathematics Dataset (Google DeepMind)
Arithmetic,div_remainder,What is the remainder when 3495 is divided by 135?,120,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the highest common factor of 9477 and 273.,39,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the highest common divisor of 70 and 1610?,70,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the highest common factor of 26 and 702?,26,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the highest common factor of 570 and 38?,38,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the highest common factor of 2230 and 30?,10,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the highest common factor of 418 and 22?,22,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the greatest common divisor of 38 and 171?,19,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the greatest common divisor of 4608 and 36.,36,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the greatest common factor of 1507 and 198?,11,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the greatest common divisor of 177 and 59?,59,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the greatest common factor of 48 and 1520?,16,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the greatest common factor of 90 and 144.,18,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the highest common divisor of 342 and 18.,18,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the greatest common factor of 1862 and 98.,98,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the greatest common factor of 54 and 1809?,27,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the greatest common divisor of 120 and 36?,12,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the highest common factor of 158 and 52930?,158,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the highest common factor of 17797 and 13.,13,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the highest common divisor of 600 and 1680.,120,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the highest common factor of 800 and 350?,50,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the highest common factor of 117 and 65.,13,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the highest common divisor of 32 and 20?,4,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the greatest common divisor of 2222 and 55.,11,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the highest common divisor of 16 and 4.,4,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the highest common factor of 800 and 325.,25,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the greatest common divisor of 30 and 16690.,10,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the greatest common factor of 5037 and 69?,69,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the greatest common factor of 7 and 21?,7,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the greatest common factor of 3549 and 42.,21,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the highest common factor of 7410 and 104.,26,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the highest common factor of 6 and 1497?,3,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the greatest common factor of 12 and 102?,6,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the greatest common factor of 100 and 4?,4,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the highest common divisor of 299 and 23.,23,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the greatest common factor of 105 and 2058?,21,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the highest common factor of 53 and 53?,53,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the greatest common divisor of 5 and 640.,5,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the greatest common factor of 10 and 1070?,10,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the highest common divisor of 75 and 390?,15,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the greatest common divisor of 44 and 154.,22,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the greatest common factor of 8943 and 66.,33,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the greatest common factor of 17856 and 16?,16,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the greatest common divisor of 1370 and 450.,10,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the highest common factor of 104 and 351?,13,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the greatest common divisor of 810 and 6615?,135,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the highest common divisor of 7 and 2.,1,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the greatest common divisor of 779 and 95?,19,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the greatest common factor of 303 and 12.,3,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the greatest common factor of 506 and 1748.,46,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the highest common factor of 95 and 5?,5,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the greatest common divisor of 56 and 14?,14,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the greatest common divisor of 1392 and 48.,48,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the greatest common divisor of 65 and 1625.,65,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the highest common factor of 32 and 55?,1,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the highest common divisor of 66 and 294?,6,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the highest common factor of 21342 and 12.,6,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the highest common factor of 867 and 408?,51,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the highest common factor of 32 and 7376?,16,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the highest common factor of 198 and 110?,22,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,What is the highest common divisor of 4 and 716?,4,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the greatest common divisor of 2255 and 495.,55,,Mathematics Dataset (Google DeepMind)
Arithmetic,gcd,Calculate the greatest common factor of 338 and 130.,26,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,What is the common denominator of 11/45 and -3/335?,3015,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,Find the common denominator of -87/704 and -14/187.,11968,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,What is the lowest common multiple of 33 and 408?,4488,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,What is the smallest common multiple of 44 and 16?,176,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,Find the common denominator of -99/140 and -113/30.,420,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,Calculate the common denominator of 71/2244 and 83/1428.,15708,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,Calculate the common denominator of 32/145 and 28/23.,3335,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,What is the lowest common multiple of 245 and 5495?,38465,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,Find the common denominator of 53/33 and 58/231.,231,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,Find the common denominator of 115/24 and -131/576.,576,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,What is the least common multiple of 6728 and 40?,33640,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,Find the common denominator of 139/2640 and -109/660.,2640,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,Calculate the least common multiple of 5061 and 42.,10122,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,What is the least common multiple of 90 and 288?,1440,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,Find the common denominator of -43/9 and 5/1494.,1494,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,What is the common denominator of 15/8 and 97/416?,416,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,What is the common denominator of -82/2415 and -109/8970?,62790,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,What is the common denominator of 62/9 and -19/1892?,17028,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,Find the common denominator of -59/8 and 25/88.,88,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,Calculate the least common multiple of 24498 and 8.,97992,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,What is the smallest common multiple of 12 and 8?,24,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,Calculate the common denominator of -16/35 and -76/39.,1365,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,What is the lowest common multiple of 20 and 8?,40,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,What is the smallest common multiple of 525 and 35?,525,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,Find the common denominator of -4/57 and 47/54.,1026,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,Calculate the common denominator of 17/156 and 113/572.,1716,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,What is the common denominator of -93/58 and -5/58?,58,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,What is the smallest common multiple of 3 and 325?,975,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,Find the common denominator of 157/60 and 103/50.,300,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,Find the common denominator of -139/350 and 151/210.,1050,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,Calculate the lowest common multiple of 48 and 36.,144,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,Calculate the lowest common multiple of 298 and 2.,298,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,What is the least common multiple of 10 and 5?,10,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,Calculate the common denominator of -1/8 and 99/10.,40,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,Find the common denominator of 107/12 and -25/4.,12,,Mathematics Dataset (Google DeepMind)
Arithmetic,lcm,What is the lowest common multiple of 44 and 176?,176,,Mathematics Dataset (Google DeepMind)
